empid,promoted,training,manager,raise,salary,children,mstatus,age,sex,edu,vacation,weight,height,hrfriend,cxofriend,insurance,flexspend,retcont,race,disthome,testscore
2481,Yes,No,No,Yes,Under $20k,3,married,32,Male,12,15,151.74,73.11,Yes,Yes,Covered,Yes,No,black,22,89
2487,Yes,No,No,No,$20-$40k,1,married,61,Male,13,11,131.52,60.47,No,No,Medicaid,No,No,white,14,79
2493,No,No,No,No,$20-$40k,1,single,52,Female,10,13,122.96,55.23,No,No,Covered & Medicaid,No,Yes,black,30,63
2494,Yes,Yes,No,No,Under $20k,1,single,43,Male,14,10,201.12,67.49,Yes,No,Medicaid,Yes,No,white,19,45
2497,Yes,Yes,Yes,No,> $80k,5,married,35,Male,12,8,168.9,60.26,No,Yes,Covered,No,No,white,18,56.5
2500,No,Yes,No,No,$20-$40k,1,married,40,Male,12,7,153.17,65.08,No,Yes,Covered,Yes,No,other,8,37.5
2501,Yes,No,No,No,Under $20k,2,single,43,Male,10,10,136.41,65.76,Yes,Yes,Covered,No,No,white,28,72
2503,No,Yes,No,No,Under $20k,1,single,30,Female,12,10,175.54,65.82,No,Yes,Medicaid,No,No,black,25,51
2504,Yes,No,No,Yes,Under $20k,2,divorced,41,Female,11,8,71.32,65.07,No,No,Medicaid,No,No,white,19,54
2511,No,No,No,Yes,Under $20k,0,single,50,Male,4,7,181.54,68.33,Yes,No,Medicaid,Yes,No,black,12,77
2512,Yes,Yes,No,No,Under $20k,1,divorced,52,Male,11,10,187.05,63.47,No,Yes,Medicaid,Yes,No,white,29,67.5
2515,Yes,No,Yes,No,> $80k,2,single,27,Male,14,7,112.25,60.26,Yes,No,Covered,No,No,white,35,72
2517,Yes,No,No,No,Under $20k,3,married,35,Female,11,10,116.46,58.67,Yes,No,Other,No,Yes,white,36,63
2518,Yes,No,No,Yes,Under $20k,1,married,54,Female,16,9,160.56,59.77,Yes,Yes,Covered & Medicaid,Yes,No,white,30,63
2519,Yes,Yes,No,Yes,Under $20k,3,married,48,Female,10,10,253.02,62.8,Yes,Yes,Covered & Medicaid,No,No,white,19,82.5
2521,Yes,No,No,Yes,$20-$40k,2,single,52,Male,12,7,109.83,70.7,No,No,Other,No,No,white,22,69.5
2522,No,No,No,No,Under $20k,2,single,28,Female,12,12,205.5,68.06,No,Yes,Covered,No,No,white,34,48.5
2523,Yes,Yes,No,No,Under $20k,0,single,50,Male,12,8,144.9,77.93,Yes,Yes,Covered & Medicaid,Yes,No,other,5,57
2524,No,No,Yes,No,> $80k,2,single,36,Female,16,8,108.02,66.58,Yes,No,Covered,No,Yes,white,40,51
2526,No,Yes,No,No,Under $20k,1,single,18,Male,13,15,209.92,60.26,No,Yes,Covered,No,Yes,white,26,68.5
2527,Yes,No,No,Yes,Under $20k,2,divorced,60,Female,12,8,123.57,68.09,Yes,No,Covered & Medicaid,No,No,other,23,62
2528,Yes,Yes,No,Yes,$20-$40k,2,single,60,Female,16,11,129.2,55.23,Yes,Yes,Covered & Medicaid,Yes,No,white,5,51.5
2529,Yes,Yes,No,Yes,$20-$40k,0,single,42,Female,16,13,127.09,55.95,No,No,Medicaid,No,No,white,3,55
2530,Yes,Yes,No,No,$20-$40k,0,single,39,Female,12,13,133.62,54.48,No,No,Covered,Yes,No,white,17,58.5
2532,No,No,No,Yes,$40-$80k,0,single,18,Female,12,7,79.3,54.32,Yes,No,Covered,No,No,white,33,70.5
2535,No,No,Yes,No,> $80k,1,single,37,Female,16,10,171.18,65.07,Yes,Yes,Covered,No,No,white,19,51.5
2536,Yes,No,No,No,Under $20k,2,single,35,Female,12,11,151.25,69.61,No,Yes,Covered,No,No,white,26,67.5
2540,Yes,Yes,Yes,No,$40-$80k,0,single,45,Female,12,13,123.3,59.75,Yes,No,Covered,No,No,white,19,62.5
2541,Yes,No,No,Yes,$40-$80k,2,single,19,Female,20,12,104.2,59.21,No,No,Covered,No,No,other,24,64.5
2542,No,Yes,No,Yes,$20-$40k,1,married,45,Male,3,10,175.4,69.9,No,No,Covered & Medicaid,No,No,other,26,46
2543,Yes,Yes,No,No,$40-$80k,2,single,42,Male,14,8,190.25,58.65,Yes,Yes,Covered,Yes,No,white,15,59
2545,Yes,Yes,No,No,Under $20k,5,married,55,Female,8,8,194.52,64.31,Yes,No,Covered & Medicaid,No,No,white,9,68
2546,Yes,No,No,No,Under $20k,2,divorced,52,Female,12,8,156.85,66.57,Yes,Yes,Covered,Yes,No,black,19,86
2547,No,Yes,No,No,Under $20k,2,single,50,Male,11,9,144.98,66.68,No,No,Covered & Medicaid,Yes,No,white,10,49
2550,No,Yes,No,No,$20-$40k,1,single,24,Female,14,12,183.64,55.23,No,Yes,Covered,No,Yes,black,26,47
2551,Yes,No,No,Yes,Under $20k,1,single,49,Female,12,8,131.9,61.56,Yes,No,Covered & Medicaid,Yes,No,white,16,61.5
2552,Yes,No,No,Yes,Under $20k,3,married,60,Male,11,9,140.56,78.73,Yes,No,Medicaid,No,No,white,22,68
2556,Yes,Yes,No,Yes,$20-$40k,1,single,34,Male,14,9,182.65,74.72,Yes,Yes,Other,No,No,white,23,71
2557,Yes,No,No,No,Under $20k,3,married,47,Male,10,12,225.95,75.52,Yes,No,Covered & Medicaid,No,No,white,36,78.5
2558,Yes,No,No,Yes,Under $20k,0,single,46,Male,10,11,175.46,65.08,Yes,Yes,Covered & Medicaid,No,No,white,30,62.5
2559,Yes,No,Yes,No,> $80k,1,married,36,Male,19,15,173.5,61.86,Yes,No,Covered,No,Yes,white,13,77.5
2560,Yes,Yes,No,No,Under $20k,2,divorced,48,Male,11,10,171.95,78.73,Yes,Yes,Covered & Medicaid,No,No,white,20,65.5
2561,Yes,Yes,No,Yes,Under $20k,0,divorced,46,Male,10,10,184.89,63.45,No,No,Covered & Medicaid,Yes,Yes,white,11,61.5
2562,Yes,Yes,No,No,$40-$80k,0,single,26,Female,12,11,106.61,59.75,Yes,No,Covered,No,No,white,5,68
2563,Yes,No,No,No,Under $20k,2,single,37,Male,12,7,124.91,58.65,Yes,No,Medicaid,No,No,white,30,64.5
2568,Yes,No,No,No,Under $20k,1,divorced,29,Male,12,9,137.39,61.06,Yes,No,Covered,No,No,white,13,63.5
2569,No,No,No,Yes,Under $20k,2,single,37,Female,12,6,44.72,60.84,Yes,No,Covered & Medicaid,No,No,white,23,32.5
2570,Yes,No,No,Yes,$40-$80k,0,divorced,40,Female,12,7,105.23,54.32,Yes,Yes,Other,No,No,white,18,69
2573,Yes,Yes,No,No,$20-$40k,4,married,36,Male,14,12,228.19,79.54,No,Yes,Medicaid,Yes,No,white,11,71
2575,Yes,No,Yes,No,> $80k,0,single,43,Male,16,14,264.94,77.93,No,Yes,Other,No,No,white,39,79
2577,No,No,No,Yes,$40-$80k,0,single,26,Male,13,15,193.92,67.49,No,Yes,Other,No,No,white,40,47.5
2578,Yes,No,No,Yes,$20-$40k,0,single,50,Female,13,9,146.59,70.36,Yes,No,Covered & Medicaid,No,No,white,24,50
2580,Yes,Yes,No,No,Under $20k,2,divorced,46,Male,8,8,141.4,72.31,No,Yes,Covered & Medicaid,No,No,white,11,58
2581,No,No,No,No,$40-$80k,1,single,34,Female,12,17,134.62,58.67,Yes,No,Covered,No,Yes,white,12,87
2582,No,No,No,Yes,Under $20k,3,married,20,Male,10,8,450.12,59.45,No,No,Medicaid,No,No,white,11,30
2583,Yes,No,No,No,$40-$80k,1,divorced,41,Female,11,9,132.29,69.37,No,Yes,Covered,Yes,No,white,36,85
2585,No,Yes,No,Yes,Under $20k,0,married,42,Female,14,11,199.38,52.96,Yes,No,Covered,Yes,No,white,3,31.5
2587,Yes,No,No,No,$40-$80k,2,married,49,Male,12,11,196.53,57.04,No,Yes,Covered,No,Yes,white,15,91
2589,Yes,No,No,No,Under $20k,1,single,46,Male,12,12,125.33,70.37,Yes,No,Medicaid,No,No,white,35,89
2593,Yes,No,No,Yes,Under $20k,1,divorced,38,Male,11,10,150.76,59.45,Yes,Yes,Covered,Yes,No,white,26,70
2594,No,No,No,No,$20-$40k,1,single,35,Female,14,9,188.44,58.26,Yes,No,Medicaid,No,No,black,33,44.5
2595,Yes,Yes,Yes,No,> $80k,2,married,27,Female,16,12,142.79,73.87,No,No,Covered,No,No,white,3,70
2596,No,No,Yes,Yes,> $80k,0,single,47,Female,13,9,162.09,71.12,No,No,Covered,No,No,white,31,61.5
2597,Yes,Yes,No,No,Under $20k,1,divorced,38,Male,12,10,204.44,77.93,No,Yes,Medicaid,No,No,white,25,59.5
2598,Yes,No,Yes,No,$40-$80k,0,divorced,40,Male,12,12,129.35,66.68,Yes,Yes,Covered,No,No,white,29,59.5
2603,Yes,Yes,Yes,Yes,$40-$80k,1,divorced,29,Male,12,10,255.32,62.67,No,Yes,Covered,No,No,white,8,67
2606,Yes,Yes,Yes,No,$40-$80k,1,married,56,Male,13,10,178.82,79.54,No,No,Covered,No,No,white,13,68.5
2608,No,No,No,Yes,Under $20k,1,single,24,Female,10,16,109.38,58.67,No,Yes,Other,No,No,black,21,85
2609,Yes,No,No,No,Under $20k,5,married,48,Male,7,8,120.6,60.26,Yes,No,Covered,No,No,white,33,70
2611,No,No,No,No,Under $20k,1,single,28,Male,14,15,108.81,69.22,Yes,No,Medicaid,No,Yes,white,17,64
2612,Yes,Yes,No,No,Under $20k,2,single,54,Male,12,12,127.63,61.06,No,Yes,Covered & Medicaid,No,Yes,white,1,73
2617,Yes,No,No,No,Under $20k,1,single,46,Female,15,11,145.17,56.75,No,Yes,Covered & Medicaid,Yes,No,other,37,68
2620,Yes,No,No,No,$20-$40k,0,divorced,50,Female,13,8,163.79,68.09,Yes,Yes,Covered & Medicaid,No,No,white,40,75
2622,No,Yes,No,No,Under $20k,0,divorced,53,Male,15,11,201.71,69.09,Yes,No,Covered & Medicaid,Yes,No,white,4,41
2623,Yes,No,No,No,$20-$40k,1,divorced,41,Female,14,13,146.33,62.16,Yes,No,Covered,No,No,white,40,78.5
2624,No,Yes,Yes,No,$40-$80k,5,married,49,Male,12,9,200.65,73.11,Yes,No,Covered,Yes,No,white,8,30
2625,No,No,No,No,Under $20k,1,single,53,Male,8,8,141.14,71.5,Yes,No,Medicaid,No,Yes,white,16,83
2628,Yes,No,No,No,$20-$40k,2,divorced,45,Female,16,6,116.95,61.92,Yes,No,Covered,No,No,white,16,62.5
2630,No,No,No,No,Under $20k,1,married,27,Male,12,9,142.06,66.19,Yes,Yes,Medicaid,No,Yes,white,40,38.5
2631,No,Yes,No,No,Under $20k,0,single,35,Male,9,12,147.44,69.09,Yes,No,Other,Yes,No,other,29,60
2632,Yes,No,No,Yes,Under $20k,2,single,51,Male,10,10,162.03,64.02,Yes,No,Other,No,No,white,32,64
2634,Yes,No,No,Yes,Under $20k,0,single,57,Female,11,9,82.37,64.64,No,No,Medicaid,No,No,white,18,55
2638,Yes,Yes,Yes,No,> $80k,0,single,47,Male,15,11,163.92,61.06,No,No,Covered,No,No,white,18,50.5
2639,No,No,No,Yes,Under $20k,1,single,65,Female,11,11,151.12,65.78,No,No,Medicare,No,No,white,23,43.5
2640,Yes,No,Yes,Yes,$40-$80k,1,single,53,Female,18,12,166.51,63.55,Yes,Yes,Medicaid,No,No,white,26,76
2641,Yes,No,No,No,Under $20k,1,single,58,Female,8,9,157.3,74.9,Yes,No,Medicaid,No,Yes,black,16,63.5
2644,No,No,Yes,Yes,> $80k,4,married,51,Male,16,14,156.02,59.45,No,No,Covered,No,No,white,38,48.5
2648,Yes,Yes,Yes,No,> $80k,1,single,23,Female,21,15,95.58,54.32,Yes,Yes,Covered,Yes,No,white,19,67
2650,Yes,No,No,No,$20-$40k,2,single,47,Male,6,15,304.57,68.29,No,No,Covered,No,Yes,black,29,73.5
2651,Yes,No,No,Yes,Under $20k,0,divorced,40,Female,11,8,187.87,63.55,Yes,Yes,Medicaid,No,No,black,33,60.5
2652,No,No,Yes,No,$40-$80k,0,single,21,Male,16,14,148.11,60.26,No,No,Covered,No,No,white,36,65.5
2653,Yes,Yes,No,Yes,Under $20k,2,married,28,Male,12,11,103.27,61.72,Yes,Yes,Medicaid,No,No,black,22,50
2654,Yes,Yes,No,No,Under $20k,2,single,31,Male,12,10,95.78,65.88,No,Yes,Medicaid,No,No,white,24,68.5
2655,No,No,No,Yes,Under $20k,0,single,23,Male,12,6,210.02,58.65,No,Yes,Medicaid,No,No,white,21,64.5
2657,Yes,No,No,No,Under $20k,0,single,40,Female,12,7,238.59,55.99,Yes,No,Medicaid,No,No,other,28,86.5
2659,Yes,No,No,No,$20-$40k,0,single,44,Male,8,14,241.18,66.68,Yes,No,Covered,No,No,white,31,86.5
2661,No,No,No,Yes,Under $20k,1,single,52,Male,12,11,163.89,59.99,Yes,No,Medicaid,No,No,white,21,73
2663,Yes,Yes,No,No,Under $20k,1,single,46,Female,12,8,152.44,55.95,No,Yes,Covered & Medicaid,Yes,No,white,3,58.5
2666,Yes,No,No,No,Under $20k,0,single,46,Female,12,11,166.09,59.01,No,Yes,Medicaid,No,No,black,26,96
2668,No,Yes,No,No,$40-$80k,1,single,35,Female,15,17,192.23,57.58,No,No,Covered,No,No,white,17,38
2669,Yes,No,No,Yes,$40-$80k,1,single,44,Female,14,10,143.13,55.95,No,Yes,Covered,No,No,white,38,71.5
2671,Yes,Yes,No,No,Under $20k,2,divorced,24,Female,11,10,148.62,65.18,Yes,No,Medicaid,No,No,white,5,63
2676,No,No,No,No,Under $20k,1,married,22,Male,9,17,133.9,66.91,No,Yes,Medicaid,No,No,white,13,45.5
2678,No,No,Yes,No,> $80k,1,divorced,33,Female,16,15,146.64,64.1,Yes,No,Covered,No,Yes,white,11,73.5
2682,No,No,No,No,Under $20k,0,single,45,Male,11,12,126.23,66.17,Yes,No,Medicaid,No,No,white,34,45.5
2684,No,No,No,No,Under $20k,3,married,50,Female,8,8,240.79,62.04,Yes,Yes,Covered & Medicaid,Yes,No,black,11,51
2685,Yes,Yes,Yes,No,$40-$80k,1,divorced,22,Female,14,7,172.02,52.96,No,Yes,Covered,No,Yes,white,27,58
2687,No,Yes,No,No,Under $20k,2,single,49,Female,12,14,140.78,57.04,No,No,Covered & Medicaid,No,Yes,white,28,20
2691,Yes,No,No,Yes,Under $20k,1,single,54,Male,7,7,120.79,56.24,Yes,Yes,Medicaid,No,No,white,13,66.5
2692,No,No,No,Yes,Under $20k,1,single,20,Female,14,17,95.48,57.58,Yes,No,Medicaid,No,No,other,14,43.5
2693,Yes,Yes,No,No,Under $20k,0,single,45,Female,12,8,138.63,61.92,No,No,Covered & Medicaid,Yes,No,white,13,71.5
2696,Yes,Yes,No,No,Under $20k,2,single,43,Female,11,10,168.54,69.61,Yes,Yes,Other,No,No,white,26,76.5
2697,Yes,Yes,No,No,Under $20k,5,married,48,Female,6,7,142.47,73.4,Yes,Yes,Medicaid,Yes,No,black,20,59.5
2699,No,No,No,No,Under $20k,1,single,56,Female,11,9,147.12,62.8,Yes,Yes,Medicaid,Yes,No,white,24,70.5
2703,Yes,Yes,No,No,Under $20k,0,married,46,Female,12,8,148.65,60.53,No,Yes,Medicaid,No,No,black,12,64
2704,Yes,Yes,No,No,Under $20k,3,married,31,Female,11,9,194.96,55.23,Yes,No,Medicaid,No,No,black,23,73
2705,Yes,No,No,Yes,Under $20k,1,single,50,Female,8,10,117.21,52.96,Yes,Yes,Covered,No,No,black,28,62.5
2706,Yes,No,No,Yes,Under $20k,2,divorced,53,Male,11,9,161.76,60.26,No,Yes,Covered & Medicaid,Yes,No,white,15,81
2710,No,Yes,No,No,Under $20k,1,single,39,Male,8,11,230.35,61.06,No,No,Other,No,No,white,5,61
2713,Yes,No,No,No,Under $20k,2,married,49,Female,8,8,116.86,62.8,No,Yes,Medicaid,Yes,No,black,36,67
2715,No,Yes,No,No,Under $20k,0,single,52,Male,11,10,143.42,73.91,No,No,Covered & Medicaid,Yes,No,white,7,38.5
2716,Yes,Yes,No,No,Under $20k,1,single,33,Female,12,10,179.08,74.05,No,Yes,Medicaid,No,No,white,30,54
2719,Yes,No,No,No,Under $20k,2,divorced,50,Female,12,9,126.83,69.53,No,No,Covered & Medicaid,No,No,white,37,72.5
2722,Yes,Yes,No,No,Under $20k,0,single,51,Male,10,12,229.66,61.86,Yes,Yes,Covered & Medicaid,Yes,No,white,10,58
2723,No,Yes,No,No,Under $20k,1,married,45,Male,8,10,243.88,63.47,Yes,No,Medicaid,Yes,No,other,18,34
2726,Yes,Yes,No,No,$20-$40k,1,divorced,45,Female,10,10,211.23,56.75,Yes,No,Covered,Yes,No,white,14,55
2728,No,No,No,Yes,Under $20k,1,single,33,Male,12,6,208.83,68.29,No,No,Medicaid,Yes,No,white,23,54.5
2729,No,No,No,Yes,Under $20k,2,single,49,Male,8,15,97.17,72.31,Yes,Yes,Medicaid,Yes,No,black,19,56.5
2730,Yes,No,No,No,Under $20k,3,married,21,Female,12,17,99.89,55.23,Yes,Yes,Medicaid,No,No,black,18,89.5
2731,No,Yes,Yes,No,> $80k,1,single,31,Male,14,11,183.23,62.81,No,No,Covered,Yes,No,white,21,32.5
2732,Yes,No,No,No,$20-$40k,0,single,55,Male,5,9,106.19,66.91,No,Yes,Covered & Medicaid,Yes,No,white,18,89.5
2733,Yes,No,No,Yes,Under $20k,0,divorced,18,Male,14,13,199.6,72.31,No,Yes,Medicaid,No,No,other,36,90
2734,No,No,No,No,Under $20k,1,single,59,Male,11,10,144.93,60.26,No,Yes,Covered & Medicaid,No,Yes,white,27,68.5
2735,Yes,Yes,No,No,$20-$40k,2,single,31,Male,12,9,182.44,64.27,Yes,No,Covered,Yes,No,white,23,57
2737,Yes,Yes,No,Yes,Under $20k,2,single,55,Female,7,10,165.87,65.07,No,Yes,Medicaid,Yes,No,white,22,68
2738,No,Yes,Yes,No,$40-$80k,1,single,39,Male,12,15,226.3,60.26,Yes,No,Covered,Yes,No,white,12,70
2739,Yes,No,No,Yes,Under $20k,1,single,41,Male,9,9,135.4,63.47,No,Yes,Medicaid,No,No,white,39,95.5
2742,Yes,Yes,No,No,Under $20k,1,single,55,Male,8,9,181.46,57.68,Yes,Yes,Covered & Medicaid,No,No,white,26,50
2745,Yes,Yes,No,No,Under $20k,0,single,57,Female,12,10,116.94,53.72,No,Yes,Medicaid,Yes,No,white,8,45.5
2748,Yes,No,No,No,Under $20k,0,divorced,51,Female,8,7,102.48,54.48,Yes,Yes,Medicaid,No,Yes,white,29,86
2749,Yes,Yes,No,No,$20-$40k,1,single,46,Male,11,11,167.1,62.87,Yes,No,Medicaid,Yes,No,black,6,50.5
2750,Yes,No,Yes,No,> $80k,0,single,56,Female,11,8,184.48,59.77,Yes,Yes,Covered,No,No,white,34,85.5
2751,Yes,Yes,No,No,Under $20k,3,married,56,Male,3,10,135.59,66.68,Yes,Yes,Medicaid,Yes,No,white,7,60
2752,Yes,Yes,No,Yes,$20-$40k,1,single,46,Male,11,7,203.73,69.9,Yes,Yes,Covered,Yes,No,white,19,60.5
2754,Yes,Yes,No,No,Under $20k,1,divorced,47,Female,10,8,137.43,66.58,Yes,No,Covered & Medicaid,No,No,white,4,67.5
2755,Yes,No,No,Yes,Under $20k,1,divorced,30,Female,14,9,152.22,68.85,Yes,Yes,Covered,No,No,white,12,64.5
2756,Yes,No,No,No,Under $20k,1,divorced,23,Male,13,8,156.17,74.72,Yes,No,Medicaid,No,No,other,16,48
2757,No,No,No,Yes,Under $20k,2,divorced,40,Female,11,8,118.35,55.99,Yes,Yes,Medicaid,No,No,white,13,44.5
2760,Yes,Yes,No,No,Under $20k,0,divorced,34,Female,11,10,125.69,53.72,No,No,Other,Yes,No,black,18,50.5
2762,Yes,Yes,No,No,Under $20k,2,single,58,Male,3,8,186.73,70.95,No,Yes,Covered & Medicaid,No,No,white,24,70
2764,Yes,No,No,No,$20-$40k,1,single,29,Male,8,14,157.01,69.9,Yes,No,Covered,No,Yes,white,33,54.5
2766,Yes,Yes,Yes,No,$40-$80k,2,divorced,45,Male,14,8,209.25,77.13,No,Yes,Other,No,Yes,white,21,51.5
2768,Yes,No,No,No,$20-$40k,0,single,56,Female,12,10,110.77,65.18,Yes,Yes,Medicaid,Yes,No,white,13,79.5
2770,No,No,No,Yes,Under $20k,1,divorced,48,Female,11,6,217.29,70.36,No,No,Medicaid,No,No,white,23,46.5
2771,Yes,No,No,No,Under $20k,1,single,45,Female,10,13,249.96,66.58,No,Yes,Covered,No,Yes,white,30,95
2774,Yes,Yes,No,No,Under $20k,0,single,26,Male,11,13,229.66,72.31,Yes,No,Other,Yes,No,white,24,72
2776,Yes,No,No,No,Under $20k,2,single,19,Male,11,10,262.79,62.67,Yes,No,Medicaid,Yes,No,white,39,60.5
2777,Yes,No,No,No,Under $20k,0,divorced,57,Male,11,12,167.31,65.88,Yes,Yes,Medicaid,No,No,white,28,54
2785,Yes,Yes,No,No,Under $20k,1,single,28,Male,12,6,138.18,67.49,No,Yes,Medicaid,Yes,No,black,28,60.5
2786,Yes,Yes,No,No,Under $20k,1,single,51,Male,10,11,157.34,76.57,Yes,No,Covered & Medicaid,No,No,white,20,66.5
2789,Yes,Yes,No,No,Under $20k,1,single,58,Male,10,9,175.08,68.29,Yes,No,Medicaid,Yes,No,white,2,84.5
2790,Yes,Yes,No,No,Under $20k,0,divorced,50,Male,10,10,149.84,59.45,Yes,Yes,Covered & Medicaid,No,No,white,4,61
2792,No,No,Yes,Yes,$40-$80k,2,single,26,Male,14,15,116.49,70.7,No,Yes,Covered,No,No,white,21,42
2794,Yes,Yes,No,Yes,$20-$40k,1,divorced,46,Male,16,9,128.42,73.11,No,Yes,Covered & Medicaid,No,No,black,13,79
2796,Yes,Yes,No,No,$40-$80k,4,married,32,Female,12,6,140.07,56.75,Yes,Yes,Covered,Yes,No,other,3,55
2801,Yes,Yes,Yes,No,$40-$80k,2,divorced,33,Male,13,11,141.48,61.06,Yes,Yes,Covered,No,No,white,20,59
2804,Yes,Yes,No,No,$20-$40k,2,divorced,51,Male,8,9,158.67,79.54,Yes,Yes,Covered,Yes,No,white,4,69
2808,Yes,No,No,Yes,Under $20k,0,married,32,Female,11,9,228.56,56.75,No,Yes,Medicaid,No,No,white,30,68
2810,Yes,No,No,No,Under $20k,3,married,52,Female,18,7,120.45,54.48,No,Yes,Medicaid,No,No,black,38,93
2811,Yes,Yes,No,Yes,Under $20k,1,divorced,37,Male,10,8,191.57,67.49,Yes,No,Covered,No,No,white,16,59.5
2812,No,No,No,No,Under $20k,1,single,47,Male,12,6,334.81,79.54,No,Yes,Covered,No,No,white,21,57
2814,Yes,No,No,Yes,$20-$40k,2,divorced,39,Male,12,7,97.57,58.26,Yes,Yes,Covered,No,No,white,19,86
2817,Yes,No,No,Yes,$20-$40k,0,single,60,Male,16,8,146.06,57.84,Yes,No,Covered & Medicaid,No,No,white,21,87
2818,Yes,Yes,No,No,Under $20k,1,single,68,Male,12,11,183.56,69.09,No,Yes,Medicare,No,No,white,5,54.5
2819,Yes,Yes,No,No,Under $20k,1,single,41,Male,11,10,155.46,65.08,Yes,Yes,Covered,No,No,white,10,80.5
2820,Yes,Yes,Yes,No,$40-$80k,0,single,28,Male,12,15,188.98,77.13,No,Yes,Covered,No,No,black,23,51
2821,Yes,Yes,No,No,$20-$40k,2,divorced,44,Male,16,7,136.86,66.68,Yes,Yes,Covered,No,Yes,other,30,71.5
2822,No,No,No,No,Under $20k,0,divorced,18,Male,12,17,212.95,70.48,Yes,No,Medicaid,No,No,white,18,58.5
2823,No,Yes,No,Yes,Under $20k,3,divorced,46,Female,12,7,229.16,62.8,Yes,No,Medicaid,No,No,white,15,38
2826,Yes,No,No,No,Under $20k,5,married,53,Female,11,9,125.02,61.38,No,Yes,Covered & Medicaid,No,No,black,33,61.5
2828,No,No,No,Yes,$20-$40k,2,single,43,Female,12,6,91.66,66.27,No,No,Covered,No,No,white,13,63.5
2830,Yes,No,No,No,Under $20k,1,single,23,Male,12,10,132.2,68.29,No,No,Other,No,Yes,black,27,69.5
2831,Yes,Yes,No,No,$40-$80k,3,divorced,41,Female,12,9,132.15,63.01,No,No,Covered,No,No,other,27,69
2834,No,No,No,No,$20-$40k,1,single,33,Male,17,15,153.78,70.92,No,No,Covered,No,Yes,white,39,40
2836,Yes,No,No,No,$20-$40k,1,married,51,Female,12,9,223.81,68.85,No,Yes,Covered & Medicaid,Yes,No,white,19,81
2837,Yes,No,No,No,Under $20k,2,divorced,52,Male,8,10,181.14,77.13,No,Yes,Covered & Medicaid,Yes,No,white,19,71.5
2842,No,No,No,No,Under $20k,1,divorced,48,Male,12,6,184.98,73.25,Yes,No,Medicaid,Yes,No,white,40,62.5
2844,Yes,No,No,Yes,$20-$40k,1,single,52,Male,11,7,164.31,57.04,Yes,Yes,Medicaid,No,No,white,40,59
2846,Yes,No,No,No,Under $20k,1,single,43,Female,10,10,176.09,63.72,Yes,No,Medicaid,Yes,Yes,white,14,58.5
2847,Yes,Yes,No,Yes,$20-$40k,1,divorced,47,Male,16,15,172.56,58.65,Yes,No,Medicaid,No,No,white,18,65
2849,Yes,No,No,Yes,$20-$40k,2,single,32,Female,16,8,162.45,69.53,Yes,Yes,Medicaid,No,No,white,22,55
2850,Yes,Yes,No,No,Under $20k,0,single,50,Male,11,10,165.61,72.31,No,Yes,Covered & Medicaid,Yes,No,other,27,54
2852,Yes,No,Yes,Yes,> $80k,0,married,51,Male,16,7,202.67,61.86,No,No,Covered,No,No,white,29,75
2853,No,No,No,Yes,Under $20k,3,married,47,Male,11,6,160.74,61.88,Yes,No,Medicaid,Yes,No,white,22,59
2856,Yes,No,No,No,$20-$40k,2,divorced,25,Female,12,10,133.27,63.55,No,Yes,Covered & Medicaid,No,No,black,33,82.5
2859,Yes,No,No,No,Under $20k,1,single,54,Male,12,12,141.61,70.7,No,Yes,Medicaid,No,Yes,black,32,69
2860,Yes,No,Yes,No,$40-$80k,1,divorced,37,Male,13,9,198.69,65.88,Yes,Yes,Covered,No,Yes,other,34,77
2861,No,Yes,No,Yes,$20-$40k,5,married,42,Male,24,15,185.03,62.67,No,No,Covered & Medicaid,No,No,white,26,46
2863,Yes,No,No,No,Under $20k,3,married,54,Male,11,10,215.15,61.86,Yes,Yes,Medicaid,No,Yes,black,31,52
2864,Yes,Yes,No,No,Under $20k,2,single,45,Male,12,10,163.55,78.73,Yes,Yes,Medicaid,Yes,No,white,9,62
2866,Yes,Yes,No,No,$20-$40k,0,single,53,Male,13,10,266.95,57.04,No,Yes,Covered & Medicaid,Yes,No,white,7,77.5
2867,Yes,No,No,Yes,$20-$40k,0,divorced,57,Female,12,9,158.74,53.72,Yes,Yes,Covered & Medicaid,No,No,white,18,81.5
2868,No,No,No,No,Under $20k,1,single,56,Female,10,8,130.72,70.54,No,Yes,Covered & Medicaid,No,Yes,white,40,40
2869,Yes,Yes,No,No,$20-$40k,0,divorced,52,Male,12,8,244.48,68.29,No,No,Covered & Medicaid,Yes,No,white,22,58.5
2875,No,No,No,Yes,$20-$40k,1,married,47,Male,14,7,166.94,57.04,No,Yes,Covered & Medicaid,No,No,white,22,52
2876,Yes,No,No,Yes,Under $20k,3,divorced,53,Male,11,10,128.13,64.27,Yes,Yes,Medicaid,No,No,other,18,69
2878,Yes,Yes,No,Yes,$20-$40k,4,married,30,Female,12,9,183.25,68.74,Yes,Yes,Covered,No,No,white,24,57.5
2880,No,No,No,No,$20-$40k,1,single,44,Male,12,15,179.07,74.72,Yes,No,Covered,No,No,white,19,86
2881,Yes,No,No,No,Under $20k,0,divorced,51,Female,10,7,170.74,53.72,No,Yes,Medicaid,Yes,No,white,11,62
2885,Yes,Yes,No,No,Under $20k,2,single,54,Male,10,9,147.28,65.88,Yes,Yes,Covered & Medicaid,Yes,No,white,10,53
